network_enp0s3_rx,network_enp0s3_tx,network_enp0s3_cx,mem_active,mem_cached,mem_shared,cpu_system,cpu_softirq,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,%user,%idle,label
71610,71460,143070,3344031744,8356855808,5438914560,31,10,981,1331,1327,12.82,0,integrity
116760,116460,233220,3344019456,8356884480,5438943232,35,9,1092,2711,3004,19.57,0,confidentiality
73230,72960,146190,3344142336,8356970496,5439029248,31,6,791,1166,1080,14.89,27.9,integrity
74610,74024,148634,3344175104,8357003264,5439062016,40.5,14.7,1401,2298,2373,9.28,44.3,confidentiality
73410,73260,146670,3344224256,8357040128,5439098880,22,6,752,1602,1620,8.33,0,integrity
80550,80400,160950,3281276928,8322719744,5409095680,50.5,34.1,3487,6465,5610,17.53,0.27,confidentiality
85410,85260,170670,3281330176,8322760704,5409136640,53.5,31.9,3522,6481,5644,12.9,0.27,integrity
90349,90024,180373,3281342464,8322789376,5409165312,48.7,36.5,3693,6389,5771,13.6,0.57,confidentiality
81030,80974,162004,3281416192,8322838528,5409214464,50.5,34.5,3467,6299,5425,15.36,0.54,integrity
71910,71820,143730,3281489920,8322863104,5409239040,51.6,34,3052,5980,5240,17.23,0,confidentiality
75030,74760,149790,3281555456,8322912256,5409288192,54.5,29.5,3223,5463,4605,22.63,0,integrity
73380,73320,146700,3281575936,8322945024,5409320960,49.9,35.5,3184,5922,5024,17.28,0,confidentiality
62220,60780,123000,3281674240,8323022848,5409398784,53.7,33.2,2654,5112,4211,17.75,0,confidentiality
72540,72480,145020,3281743872,8323063808,5409439744,52.4,35.2,3552,5716,4857,15.25,0.85,integrity
70660,70624,141284,3281760256,8323092480,5409468416,52.2,32.8,3135,5203,4717,17.31,0,confidentiality
48420,48420,96840,3281813504,8323129344,5409505280,52.7,33.8,3164,6168,5284,13.9,0.7,integrity
56680,56644,113324,3281829888,8323166208,5409542144,54.8,31.9,2577,5358,4687,14.33,0.57,confidentiality
52838,52872,105710,3281887232,8323207168,5409583104,50.3,36.1,2969,5799,5045,14.44,0.27,integrity
53067,52956,106023,3281899520,8323244032,5409619968,55.1,32.4,2725,5802,5015,12.81,0,confidentiality
0,120,120,2772140032,7671361536,4900745216,26.7,1.4,1095,426,460,13,42.5,normal
60,120,180,2772140032,7671361536,4900745216,26.7,1.4,1095,426,460,13,42.5,normal
0,0,0,2772140032,7671365632,4900749312,30,3,1418,348,617,16,0,normal
0,272,272,2772140032,7671365632,4900749312,30,3,1418,348,617,16,0,normal
90,0,90,2772111360,7676850176,4906233856,59.7,0.7,10255,3949,1487,27.6,12,normal
0,0,0,2772111360,7676850176,4906233856,59.7,0.7,10255,3949,1487,27.6,12,normal
0,0,0,2772111360,7676854272,4906237952,70,1,1228,555,372,27,0,normal
0,0,0,2772111360,7676854272,4906237952,70,1,1228,555,372,27,0,normal
0,0,0,2772115456,7676854272,4906237952,26.8,2.4,957,320,344,15.7,55.1,normal
0,0,0,2772115456,7676854272,4906237952,26.8,2.4,957,320,344,15.7,55.1,normal
60,0,60,2772115456,7676854272,4906237952,20.5,0.3,3719,2068,890,13.1,66.1,normal
60,0,60,2772119552,7676854272,4906237952,68.3,2,992,512,537,29.7,0,normal
174,3266,3440,2772119552,7676854272,4906237952,68.3,2,992,512,537,29.7,0,normal
0,3140,3140,2776186880,7681028096,4910411776,68.3,2.4,1533,613,704,27.8,1.6,normal
98,3446,3544,2776186880,7681028096,4910411776,68.3,2.4,1533,613,704,27.8,1.6,normal
0,1316,1316,2776178688,7681019904,4910403584,66.1,1.7,1261,595,586,32.2,0,normal
60,60,120,2776178688,7681019904,4910403584,66.1,1.7,1261,595,586,32.2,0,normal
0,1040,1040,2776178688,7681019904,4910403584,70.8,0,5710,3257,660,25.4,3.8,normal
0,90,90,2776174592,7681015808,4910399488,59.4,1.6,3993,1020,518,37.5,1.6,normal
90,0,90,2776174592,7681015808,4910399488,59.4,1.6,3993,1020,518,37.5,1.6,normal
0,0,0,2776178688,7681019904,4910403584,64.6,0.7,4588,1898,606,32.7,2,normal
0,0,0,2776178688,7681019904,4910403584,64.6,0.7,4588,1898,606,32.7,2,normal
60,0,60,2776182784,7681150976,4910403584,58.1,1.2,4089,2041,1068,32.1,8.3,normal
86318,86378,172696,2776367104,7681241088,4910489600,12.3,74.1,1834,6819,2677,13.3,0.3,normal
39120,39240,78360,2776367104,7681241088,4910489600,12.3,74.1,1834,6819,2677,13.3,0.3,normal
91740,91800,183540,2776383488,7681245184,4910493696,17.1,66.8,3188,8820,4045,15.8,0.2,normal
41460,41460,82920,2776383488,7681245184,4910493696,17.1,66.8,3188,8820,4045,15.8,0.2,normal
72480,72480,144960,2776383488,7681249280,4910497792,15.5,69.3,2217,6720,3501,14.2,1,normal
47220,47220,94440,2776383488,7681249280,4910497792,15.5,69.3,2217,6720,3501,14.2,1,normal
94920,94920,189840,2776387584,7681249280,4910497792,21.3,61.6,3077,7962,4519,16.7,0.4,normal
34080,34080,68160,2776387584,7681249280,4910497792,21.3,61.6,3077,7962,4519,16.7,0.4,normal
84720,84660,169380,2776387584,7681253376,4910501888,22,56.1,2509,6482,3995,16.9,5,normal
42660,42600,85260,2776387584,7681253376,4910501888,22,56.1,2509,6482,3995,16.9,5,normal
72540,72540,145080,2776391680,7681253376,4910501888,17.2,65.1,2229,5643,3501,17.7,0,normal
54660,54660,109320,2776391680,7681253376,4910501888,17.2,65.1,2229,5643,3501,17.7,0,normal
82800,82680,165480,2776428544,7681294336,4910542848,19.5,60.1,2986,6801,4537,20.2,0.2,normal
47280,47280,94560,2776428544,7681294336,4910542848,19.5,60.1,2986,6801,4537,20.2,0.2,normal
80340,80340,160680,2776432640,7681294336,4910542848,20.5,59.8,2478,5811,4131,18.6,1.1,normal
53978,54038,108016,2776432640,7681294336,4910542848,20.5,59.8,2478,5811,4131,18.6,1.1,normal
102120,102120,204240,2776432640,7681298432,4910546944,15.6,66.7,3081,11963,4684,16,1.8,normal
29280,28380,57660,2776432640,7681298432,4910546944,15.6,66.7,3081,11963,4684,16,1.8,normal
70140,71040,141180,2776436736,7681298432,4910546944,22.6,61.9,2180,5438,3139,15.5,0,normal
51660,51660,103320,2776436736,7681298432,4910546944,22.6,61.9,2180,5438,3139,15.5,0,normal
81240,81342,162582,2776436736,7681302528,4910551040,20,60.7,2555,7031,4302,17.8,1.6,normal
51480,51540,103020,2776436736,7681302528,4910551040,20,60.7,2555,7031,4302,17.8,1.6,normal
103440,103440,206880,2776440832,7681302528,4910551040,17.7,59.2,3549,7453,5069,22.5,0.6,normal
19800,19800,39600,2776440832,7681302528,4910551040,17.7,59.2,3549,7453,5069,22.5,0.6,normal
87360,87300,174660,2776440832,7681306624,4910555136,21.1,59.7,2381,5373,3541,18.1,1.1,normal
49140,49080,98220,2776440832,7681306624,4910555136,21.1,59.7,2381,5373,3541,18.1,1.1,normal
92520,92520,185040,2776444928,7681306624,4910555136,31.2,38.6,3226,6443,4542,30.2,0,normal
38760,38760,77520,2776444928,7681306624,4910555136,31.2,38.6,3226,6443,4542,30.2,0,normal
70620,70620,141240,2776444928,7681310720,4910559232,22.4,63,1654,4996,2871,14,0.6,normal
59940,59940,119880,2776444928,7681310720,4910559232,22.4,63,1654,4996,2871,14,0.6,normal
86018,86018,172036,2776449024,7681310720,4910559232,26.2,59.9,2446,7585,4868,11.9,2,normal
36240,36240,72480,2776449024,7681310720,4910559232,26.2,59.9,2446,7585,4868,11.9,2,normal
86520,86520,173040,2776449024,7681314816,4910563328,25.8,58.8,2242,6435,4308,14.1,1.4,normal
40260,40200,80460,2776449024,7681314816,4910563328,25.8,58.8,2242,6435,4308,14.1,1.4,normal
100140,100200,200340,2776453120,7681314816,4910563328,25.8,63.3,2233,7775,4020,10.9,0,normal
30840,30780,61620,2776453120,7681314816,4910563328,25.8,63.3,2233,7775,4020,10.9,0,normal
69720,69780,139500,2776453120,7681318912,4910567424,22.3,67.7,1741,6060,3270,10,0,normal
53160,53100,106260,2776453120,7681318912,4910567424,22.3,67.7,1741,6060,3270,10,0,normal
74460,74460,148920,2776457216,7681318912,4910567424,30.3,58.2,1897,6349,4046,11.5,0,normal
50220,50280,100500,2776457216,7681318912,4910567424,30.3,58.2,1897,6349,4046,11.5,0,normal
75660,75600,151260,2776457216,7681323008,4910571520,28.1,58.5,2108,6252,4201,12.7,0.7,normal
51300,51240,102540,2776457216,7681323008,4910571520,28.1,58.5,2108,6252,4201,12.7,0.7,normal
79560,79620,159180,2776461312,7681323008,4910571520,27.1,59.5,2254,7058,4079,12.5,0.9,normal
49380,49380,98760,2776461312,7681323008,4910571520,27.1,59.5,2254,7058,4079,12.5,0.9,normal
85800,85740,171540,2776461312,7681327104,4910575616,21.2,65.2,2436,8375,4478,13.6,0,normal
44520,44520,89040,2776461312,7681327104,4910575616,21.2,65.2,2436,8375,4478,13.6,0,normal
89100,89100,178200,2776465408,7681327104,4910575616,25.8,61.8,2144,7106,4421,11.9,0.4,normal
35258,35258,70516,2776465408,7681327104,4910575616,25.8,61.8,2144,7106,4421,11.9,0.4,normal
67140,67080,134220,2776465408,7681327104,4910575616,31.6,55.1,1698,4544,3324,11.6,1.7,normal
56820,56880,113700,2776465408,7681327104,4910575616,31.6,55.1,1698,4544,3324,11.6,1.7,normal
71340,71340,142680,2776469504,7681331200,4910579712,25.8,63.3,2049,8074,4174,10.9,0,normal
55260,55260,110520,2776469504,7681331200,4910579712,25.8,63.3,2049,8074,4174,10.9,0,normal
69258,69060,138318,2776473600,7681335296,4910583808,27.7,61.2,1876,7010,4109,10,1.2,normal
59280,59280,118560,2776473600,7681335296,4910583808,27.7,61.2,1876,7010,4109,10,1.2,normal
85800,85800,171600,2776477696,7681339392,4910587904,26.6,62.1,2244,6862,4652,11.3,0,normal
39240,39240,78480,2776477696,7681339392,4910587904,26.6,62.1,2244,6862,4652,11.3,0,normal
69065,68886,137951,2776477696,7681339392,4910587904,29.5,58.4,1851,5076,3518,12.1,0,normal
58500,58500,117000,2776477696,7681339392,4910587904,29.5,58.4,1851,5076,3518,12.1,0,normal
69660,68220,137880,2776481792,7681343488,4910592000,27.3,62.4,1792,7950,3688,10.3,0,normal
60644,60644,121288,2776481792,7681343488,4910592000,27.3,62.4,1792,7950,3688,10.3,0,normal
87438,87180,174618,2776481792,7681343488,4910592000,27.4,58.3,2534,7134,4549,13.5,0.8,normal
35220,35220,70440,2776481792,7681343488,4910592000,27.4,58.3,2534,7134,4549,13.5,0.8,normal
70080,70118,140198,2776485888,7681347584,4910596096,29.4,58.5,1709,5297,3573,10.8,1.3,normal
54158,54060,108218,2776485888,7681347584,4910596096,29.4,58.5,1709,5297,3573,10.8,1.3,normal
72480,72420,144900,2776485888,7681347584,4910596096,27,62.5,2051,7851,4111,10.5,0,normal
55200,55200,110400,2776485888,7681347584,4910596096,27,62.5,2051,7851,4111,10.5,0,normal
81480,81480,162960,2776489984,7681351680,4910600192,25.8,61.6,2238,7788,4605,12.6,0,normal
50160,50160,100320,2776489984,7681351680,4910600192,25.8,61.6,2238,7788,4605,12.6,0,normal
63900,63840,127740,2776489984,7681351680,4910600192,32.8,50.2,1668,3521,2510,15.4,1.6,normal
53700,53760,107460,2776489984,7681351680,4910600192,32.8,50.2,1668,3521,2510,15.4,1.6,normal
90780,90780,181560,2776494080,7681355776,4910604288,29.5,58.9,2165,7570,4458,11.6,0,normal
36720,36720,73440,2776494080,7681355776,4910604288,29.5,58.9,2165,7570,4458,11.6,0,normal
74280,74220,148500,2776494080,7681355776,4910604288,22.9,66.5,1738,7032,3449,9.5,1.1,normal
55620,55680,111300,2776494080,7681355776,4910604288,22.9,66.5,1738,7032,3449,9.5,1.1,normal
67620,67560,135180,2776498176,7681359872,4910608384,27.1,56.5,2123,6188,3913,15,1.4,normal
63720,63720,127440,2776498176,7681359872,4910608384,27.1,56.5,2123,6188,3913,15,1.4,normal
78960,78960,157920,2776498176,7681359872,4910608384,27.1,59.3,2196,6680,4700,13.3,0.2,normal
45360,45360,90720,2776498176,7681359872,4910608384,27.1,59.3,2196,6680,4700,13.3,0.2,normal
73380,73380,146760,2776502272,7681363968,4910612480,22.9,64.4,1737,8687,3849,12.8,0,normal
54158,54158,108316,2776502272,7681363968,4910612480,22.9,64.4,1737,8687,3849,12.8,0,normal
79860,79800,159660,2776502272,7681363968,4910612480,28.8,59.2,2346,7005,4195,11.2,0.9,normal
44280,44220,88500,2776502272,7681363968,4910612480,28.8,59.2,2346,7005,4195,11.2,0.9,normal
78480,78540,157020,2776506368,7681368064,4910616576,26.5,61.2,1925,6110,4123,12.3,0,normal
72540,72480,145020,2776506368,7681368064,4910616576,26.5,61.2,1925,6110,4123,12.3,0,normal
87180,87240,174420,2776506368,7681368064,4910616576,30.8,51.8,2101,6170,3590,15.9,1.4,normal
44160,44100,88260,2776506368,7681368064,4910616576,30.8,51.8,2101,6170,3590,15.9,1.4,normal
80040,79980,160020,2776510464,7681372160,4910620672,30.2,56.7,2073,6661,3922,13.1,0,normal
45540,45540,91080,2776510464,7681372160,4910620672,30.2,56.7,2073,6661,3922,13.1,0,normal
75900,75960,151860,2776510464,7681372160,4910620672,29.8,56.3,2009,5824,3887,13.2,0.7,normal
61020,61020,122040,2776510464,7681372160,4910620672,29.8,56.3,2009,5824,3887,13.2,0.7,normal
67080,67020,134100,2776514560,7681376256,4910624768,35,48.1,2002,5723,4284,16,0.8,normal
60120,60120,120240,2776514560,7681376256,4910624768,35,48.1,2002,5723,4284,16,0.8,normal
85380,85380,170760,2776514560,7681376256,4910624768,37.8,45.1,2571,6744,4403,16.6,0.5,normal
54000,53940,107940,2776514560,7681376256,4910624768,37.8,45.1,2571,6744,4403,16.6,0.5,normal
84540,84600,169140,2776518656,7681380352,4910628864,28.8,59.6,2158,6957,4525,11.7,0,normal
45518,45518,91036,2776518656,7681380352,4910628864,28.8,59.6,2158,6957,4525,11.7,0,normal
77100,77100,154200,2776518656,7681380352,4910628864,28.8,60.5,1869,6284,3801,10.7,0,normal
49380,49380,98760,2776518656,7681380352,4910628864,28.8,60.5,1869,6284,3801,10.7,0,normal
71580,71520,143100,2776522752,7681384448,4910632960,24.8,62.4,2043,7781,3753,10.1,2.7,normal
53040,53040,106080,2776522752,7681384448,4910632960,24.8,62.4,2043,7781,3753,10.1,2.7,normal
74580,74580,149160,2776522752,7681384448,4910632960,28.3,57.8,2084,6275,4031,12.7,1.2,normal
52380,52320,104700,2776522752,7681384448,4910632960,28.3,57.8,2084,6275,4031,12.7,1.2,normal
67200,67200,134400,2776530944,7681392640,4910641152,29.1,56.7,1967,5141,3681,14.2,0,normal
55140,55140,110280,2776530944,7681392640,4910641152,29.1,56.7,1967,5141,3681,14.2,0,normal
74100,74160,148260,2776530944,7681392640,4910641152,27.6,61.1,1885,7420,3752,9.7,1.6,normal
56550,56550,113100,2776530944,7681392640,4910641152,27.6,61.1,1885,7420,3752,9.7,1.6,normal
72360,72300,144660,2776530944,7681396736,4910645248,28.2,58.4,2080,7178,4273,13.4,0,normal
55620,55560,111180,2776530944,7681396736,4910645248,28.2,58.4,2080,7178,4273,13.4,0,normal
71178,71100,142278,2776535040,7681396736,4910645248,41.1,38.9,2551,6016,4362,20,0,normal
55020,55020,110040,2776535040,7681396736,4910645248,41.1,38.9,2551,6016,4362,20,0,normal
74100,74100,148200,2776535040,7681400832,4910649344,29.9,57.1,2188,6701,4191,12.6,0.4,normal
49826,49752,99578,2776535040,7681400832,4910649344,29.9,57.1,2188,6701,4191,12.6,0.4,normal
73500,73594,147094,2776539136,7681400832,4910649344,26.7,59.1,2018,6417,3852,14.2,0,normal
51780,51874,103654,2776539136,7681400832,4910649344,26.7,59.1,2018,6417,3852,14.2,0,normal
76604,76544,153148,2776539136,7681404928,4910653440,27.1,61.4,1981,7256,4092,11,0.5,normal
50100,50194,100294,2776539136,7681404928,4910653440,27.1,61.4,1981,7256,4092,11,0.5,normal
66540,66480,133020,2776543232,7681404928,4910653440,30.8,56.2,2014,6264,3652,12.8,0.3,normal
59940,60000,119940,2776543232,7681404928,4910653440,30.8,56.2,2014,6264,3652,12.8,0.3,normal
70620,70620,141240,2776543232,7681409024,4910657536,30.8,56.6,2147,6780,4137,12.3,0.4,normal
59820,59914,119734,2776543232,7681409024,4910657536,30.8,56.6,2147,6780,4137,12.3,0.4,normal
70203,69960,140163,2776547328,7681409024,4910657536,30.2,58.4,1950,7037,4306,11.4,0,normal
51300,51240,102540,2776547328,7681409024,4910657536,30.2,58.4,1950,7037,4306,11.4,0,normal
90180,90120,180300,2776547328,7681413120,4910661632,26.6,61,2476,8177,4959,11.7,0.6,normal
39960,39960,79920,2776547328,7681413120,4910661632,26.6,61,2476,8177,4959,11.7,0.6,normal
84420,84360,168780,2776551424,7681413120,4910661632,30.3,56,2263,6175,4021,13.7,0,normal
38940,38940,77880,2776551424,7681413120,4910661632,30.3,56,2263,6175,4021,13.7,0,normal
74700,74700,149400,2776551424,7681417216,4910665728,27.7,57.8,1801,6465,3994,11.7,2.9,normal
53798,53798,107596,2776551424,7681417216,4910665728,27.7,57.8,1801,6465,3994,11.7,2.9,normal
68160,68160,136320,2776555520,7681417216,4910665728,25,62.6,1925,6713,3904,9.7,2.7,normal
58140,58020,116160,2776555520,7681417216,4910665728,25,62.6,1925,6713,3904,9.7,2.7,normal
71340,71280,142620,2776555520,7681421312,4910669824,24.4,64.5,2091,6575,3924,11.1,0,normal
58020,58020,116040,2776555520,7681421312,4910669824,24.4,64.5,2091,6575,3924,11.1,0,normal
69180,69180,138360,2776559616,7681421312,4910669824,29.4,59.3,1944,6565,3986,11.3,0,normal
56280,56340,112620,2776559616,7681421312,4910669824,29.4,59.3,1944,6565,3986,11.3,0,normal
70980,70980,141960,2776559616,7681425408,4910673920,29.6,57.2,2032,7491,4299,12.2,0.9,normal
57660,57600,115260,2776559616,7681425408,4910673920,29.6,57.2,2032,7491,4299,12.2,0.9,normal
74100,74100,148200,2776563712,7681425408,4910673920,35,51.6,2002,5991,4168,12.9,0.5,normal
51360,51360,102720,2776563712,7681425408,4910673920,35,51.6,2002,5991,4168,12.9,0.5,normal
75240,75180,150420,2776563712,7681429504,4910678016,28.9,58,1965,7652,4124,12.5,0.7,normal
49680,49620,99300,2776563712,7681429504,4910678016,28.9,58,1965,7652,4124,12.5,0.7,normal
71460,71100,142560,2776567808,7681429504,4910678016,34.1,50.1,2003,5825,4085,15.8,0,normal
54840,54840,109680,2776567808,7681429504,4910678016,34.1,50.1,2003,5825,4085,15.8,0,normal
74100,73980,148080,2776567808,7681433600,4910682112,29,57.7,2305,8587,4214,13.4,0,normal
54458,54458,108916,2776567808,7681433600,4910682112,29,57.7,2305,8587,4214,13.4,0,normal
69720,69720,139440,2776571904,7681433600,4910682112,31.2,56.5,1910,5692,4218,10.6,1.6,normal
59160,59100,118260,2776571904,7681433600,4910682112,31.2,56.5,1910,5692,4218,10.6,1.6,normal
69120,69180,138300,2776571904,7681437696,4910686208,28,60.6,1954,6569,4183,11.2,0.2,normal
59100,59100,118200,2776571904,7681437696,4910686208,28,60.6,1954,6569,4183,11.2,0.2,normal
89460,89460,178920,2776576000,7681437696,4910686208,30.5,51.8,2329,6821,3967,17.3,0.4,normal
53700,53700,107400,2776576000,7681437696,4910686208,30.5,51.8,2329,6821,3967,17.3,0.4,normal
75360,75360,150720,2776576000,7681441792,4910690304,37.6,46,2635,6483,4633,16.4,0,normal
47520,47460,94980,2776576000,7681441792,4910690304,37.6,46,2635,6483,4633,16.4,0,normal
78360,78420,156780,2776580096,7681441792,4910690304,29.6,58.8,1914,6408,3996,11.6,0,normal
51420,51420,102840,2776580096,7681441792,4910690304,29.6,58.8,1914,6408,3996,11.6,0,normal
85314,85880,171194,2776584192,7681449984,4910698496,26.2,60.8,2128,9557,4286,12.1,0.9,normal
41940,41880,83820,2776584192,7681449984,4910698496,26.2,60.8,2128,9557,4286,12.1,0.9,normal
74940,75000,149940,2776588288,7681449984,4910698496,28.4,60.8,1851,4915,3746,10.9,0,normal
53640,53640,107280,2776588288,7681449984,4910698496,28.4,60.8,1851,4915,3746,10.9,0,normal
72900,72840,145740,2776588288,7681454080,4910702592,29,58.7,2090,5890,4201,11.2,1.1,normal
53798,53858,107656,2776588288,7681454080,4910702592,29,58.7,2090,5890,4201,11.2,1.1,normal
71880,71820,143700,2776621056,7677341696,4906590208,29.1,54.6,4620,6441,4130,15.6,0.7,normal
57018,56820,113838,2776621056,7677341696,4906590208,29.1,54.6,4620,6441,4130,15.6,0.7,normal
77400,77460,154860,2776621056,7677345792,4906594304,27.3,61.6,3569,7496,4346,10.2,0.9,normal
59520,59520,119040,2776621056,7677345792,4906594304,27.3,61.6,3569,7496,4346,10.2,0.9,normal
68820,68760,137580,2776625152,7677345792,4906594304,25.2,67.5,1826,8194,3959,7.4,0,normal
53040,53100,106140,2776625152,7677345792,4906594304,25.2,67.5,1826,8194,3959,7.4,0,normal
87180,87180,174360,2776592384,7677308928,4906557440,25.1,58.4,5792,9471,4726,15.6,0.8,normal
34800,34800,69600,2776592384,7677308928,4906557440,25.1,58.4,5792,9471,4726,15.6,0.8,normal
88260,88200,176460,2776600576,7677333504,4906582016,20.4,62,7579,6245,4107,17.1,0.5,normal
33720,33720,67440,2776600576,7677333504,4906582016,20.4,62,7579,6245,4107,17.1,0.5,normal
82200,82260,164460,2776600576,7681437696,4910686208,28.4,55.6,4979,6009,4014,15.5,0.5,normal
50100,50100,100200,2776600576,7681437696,4910686208,28.4,55.6,4979,6009,4014,15.5,0.5,normal
76190,75180,151370,3281006592,8322445312,5408952320,51.2,34.5,3241,7269,5796,13.9,0.4,normal
59514,59340,118854,3281006592,8322445312,5408952320,51.2,34.5,3241,7269,5796,13.9,0.4,normal
84225,84000,168225,3281006592,8322445312,5408952320,49.6,38.6,3518,7582,6119,11.8,0,normal
52800,52800,105600,3281006592,8322445312,5408952320,49.6,38.6,3518,7582,6119,11.8,0,normal
73500,73440,146940,3281006592,8322449408,5408956416,51.1,34.6,2983,6667,5325,14.4,0,normal
62978,62618,125596,3281006592,8322449408,5408956416,51.1,34.6,2983,6667,5325,14.4,0,normal
71460,71280,142740,3281010688,8322449408,5408956416,49.7,38.1,3278,7153,5626,12.2,0,normal
59220,59220,118440,3281010688,8322449408,5408956416,49.7,38.1,3278,7153,5626,12.2,0,normal
78720,78720,157440,3281010688,8322453504,5408960512,53.7,33.3,3253,7421,5928,13.1,0,normal
54390,54240,108630,3281010688,8322453504,5408960512,53.7,33.3,3253,7421,5928,13.1,0,normal
80190,80040,160230,3281014784,8322453504,5408960512,49.6,38.3,3341,7154,5666,12.1,0,normal
53460,53400,106860,3281014784,8322453504,5408960512,49.6,38.3,3341,7154,5666,12.1,0,normal
72030,71940,143970,3281014784,8322457600,5408964608,52.9,33.2,2882,6547,5205,14,0,normal
59983,59850,119833,3281014784,8322457600,5408964608,52.9,33.2,2882,6547,5205,14,0,normal
76449,76240,152689,3281043456,8322465792,5408972800,47.9,36.9,4069,7170,5842,14.6,0.6,confidentiality
62577,58839,121416,3281043456,8322465792,5408972800,47.9,36.9,4069,7170,5842,14.6,0.6,normal
74487,74271,148758,3281055744,8322473984,5408980992,52.8,32.9,3458,7008,5594,14.1,0.1,normal
58038,57626,115664,3281055744,8322473984,5408980992,52.8,32.9,3458,7008,5594,14.1,0.1,normal
77670,77194,154864,3281059840,8322473984,5408980992,50.3,38.6,3508,7203,5699,10.8,0.4,normal
59640,59640,119280,3281059840,8322473984,5408980992,50.3,38.6,3508,7203,5699,10.8,0.4,normal
78896,78678,157574,3281145856,8322478080,5408985088,53.2,34.1,3265,7297,5832,12.7,0,normal
56888,56738,113626,3281145856,8322478080,5408985088,53.2,34.1,3265,7297,5832,12.7,0,normal
79500,79594,159094,3281154048,8322478080,5408985088,47.3,39.5,3377,7302,5705,13.2,0,normal
57435,57300,114735,3281154048,8322478080,5408985088,47.3,39.5,3377,7302,5705,13.2,0,normal
74807,73680,148487,3281154048,8322478080,5408985088,52.4,34.4,3245,6946,5499,13.1,0.1,normal
83700,83700,167400,3281154048,8322478080,5408985088,52.4,34.4,3245,6946,5499,13.1,0.1,normal
73888,73440,147328,3281158144,8322482176,5408989184,51.6,35.2,3172,6443,5412,13,0.3,normal
55710,55560,111270,3281158144,8322482176,5408989184,51.6,35.2,3172,6443,5412,13,0.3,normal
75090,74880,149970,3281158144,8322482176,5408989184,53.4,32.3,2985,6303,5495,14.3,0,normal
63660,63720,127380,3281158144,8322482176,5408989184,53.4,32.3,2985,6303,5495,14.3,0,normal
68968,68520,137488,3281162240,8322486272,5408993280,49,37.5,3166,6479,5595,13.5,0,normal
61680,61620,123300,3281162240,8322486272,5408993280,49,37.5,3166,6479,5595,13.5,0,normal
74610,74460,149070,3281162240,8322486272,5408993280,53.8,32.9,3127,6784,5762,13.3,0,normal
61260,61320,122580,3281162240,8322486272,5408993280,53.8,32.9,3127,6784,5762,13.3,0,normal
82830,82680,165510,3281166336,8322490368,5408997376,50.8,36.7,3547,7222,6187,12.5,0,normal
51480,51420,102900,3281166336,8322490368,5408997376,50.8,36.7,3547,7222,6187,12.5,0,normal
78330,78240,156570,3281166336,8322490368,5408997376,52.9,32.6,3042,6301,5468,14.4,0.1,normal
57278,57278,114556,3281166336,8322490368,5408997376,52.9,32.6,3042,6301,5468,14.4,0.1,normal
79530,79380,158910,3281170432,8322494464,5409001472,50.1,37.8,3402,6886,5955,11.7,0.4,normal
58768,58260,117028,3281170432,8322494464,5409001472,50.1,37.8,3402,6886,5955,11.7,0.4,normal
75388,74940,150328,3281174528,8322498560,5409005568,54.5,31,2988,6437,5612,14.5,0,normal
58380,58380,116760,3281174528,8322498560,5409005568,54.5,31,2988,6437,5612,14.5,0,normal
72810,72600,145410,3281178624,8322502656,5409009664,51.4,35.5,2883,6465,5596,13,0.1,normal
58275,58200,116475,3281178624,8322502656,5409009664,51.4,35.5,2883,6465,5596,13,0.1,normal
92337,87061,179398,3281215488,8322510848,5409017856,49.5,34.1,4637,7085,6635,15.9,0.5,confidentiality
55353,54887,110240,3281215488,8322510848,5409017856,49.5,34.1,4637,7085,6635,15.9,0.5,normal
80490,80280,160770,3281219584,8322510848,5409017856,48.3,38,3905,6625,5763,13.7,0,normal
50561,50304,100865,3281219584,8322510848,5409017856,48.3,38,3905,6625,5763,13.7,0,normal
75948,75631,151579,3281223680,8322514944,5409021952,54.6,33,2980,5885,5204,12.3,0.1,normal
69757,66441,136198,3281223680,8322514944,5409021952,54.6,33,2980,5885,5204,12.3,0.1,normal
79101,78461,157562,3281240064,8322523136,5409030144,50.1,36.8,3534,6868,6147,12.6,0.5,normal
54870,54720,109590,3281240064,8322523136,5409030144,50.1,36.8,3534,6868,6147,12.6,0.5,normal
78090,77940,156030,3281240064,8322523136,5409030144,52,33.7,3051,6417,5651,14,0.3,normal
59498,59438,118936,3281240064,8322523136,5409030144,52,33.7,3051,6417,5651,14,0.3,normal
74310,74220,148530,3281244160,8322527232,5409034240,50.9,34.9,3128,6666,5780,13.9,0.3,normal
59160,59160,118320,3281244160,8322527232,5409034240,50.9,34.9,3128,6666,5780,13.9,0.3,normal
77610,77460,155070,3281244160,8322527232,5409034240,53.6,34.8,3120,6759,5811,11.6,0,normal
59370,59220,118590,3281244160,8322527232,5409034240,53.6,34.8,3120,6759,5811,11.6,0,normal
72630,72420,145050,3281248256,8322531328,5409038336,51,36.3,3081,6389,5583,12.7,0,normal
60180,60180,120360,3281248256,8322531328,5409038336,51,36.3,3081,6389,5583,12.7,0,normal
74747,74040,148787,3281248256,8322531328,5409038336,51.2,35.3,3141,6535,5700,13.1,0.4,normal
61918,61680,123598,3281248256,8322531328,5409038336,51.2,35.3,3141,6535,5700,13.1,0.4,normal
